gene,seq,b.status.final,transcripts
g12936,scaffold_83,A,g12936.t1
g12972,scaffold_83,A,g12972.t1
g12971,scaffold_83,A,g12971.t1
g12958,scaffold_83,A,g12958.t1
g12917,scaffold_83,A,g12917.t1
g12941,scaffold_83,A,g12941.t1
g12914,scaffold_83,A,g12914.t1
g12976,scaffold_83,A,g12976.t1
g12908,scaffold_83,A,g12908.t1
g12942,scaffold_83,A,g12942.t1
g12943,scaffold_83,A,g12943.t1
g12932,scaffold_83,A,g12932.t1
g12959,scaffold_83,A,g12959.t1
g12910,scaffold_83,A,g12910.t1
g12949,scaffold_83,A,g12949.t1
g12922,scaffold_83,A,g12922.t1
g12964,scaffold_83,A,g12964.t1
g12964,scaffold_83,A,g12964.t2
g12964,scaffold_83,A,g12964.t3
g12966,scaffold_83,A,g12966.t1
g12966,scaffold_83,A,g12966.t2
g12918,scaffold_83,A,g12918.t1
g12960,scaffold_83,A,g12960.t1
g12956,scaffold_83,A,g12956.t1
g12953,scaffold_83,A,g12953.t1
g12933,scaffold_83,A,g12933.t1
g12921,scaffold_83,A,g12921.t1
g12970,scaffold_83,A,g12970.t1
g12939,scaffold_83,A,g12939.t1
g12911,scaffold_83,A,g12911.t1
g12948,scaffold_83,A,g12948.t1
g12975,scaffold_83,A,g12975.t1
g12969,scaffold_83,A,g12969.t1
g12927,scaffold_83,A,g12927.t1
g12965,scaffold_83,A,g12965.t1
g12915,scaffold_83,A,g12915.t1
g12957,scaffold_83,A,g12957.t1
g12968,scaffold_83,A,g12968.t1
g12945,scaffold_83,A,g12945.t1
g12931,scaffold_83,A,g12931.t1
g12978,scaffold_83,A,g12978.t1
g12977,scaffold_83,A,g12977.t1
g12973,scaffold_83,A,g12973.t1
g12962,scaffold_83,A,g12962.t1
g12925,scaffold_83,A,g12925.t1
g12916,scaffold_83,A,g12916.t1
g12909,scaffold_83,A,g12909.t1
g12928,scaffold_83,A,g12928.t1
g12930,scaffold_83,A,g12930.t1
g12952,scaffold_83,A,g12952.t1
g12954,scaffold_83,A,g12954.t1
g12955,scaffold_83,A,g12955.t1
g12963,scaffold_83,A,g12963.t1
g12967,scaffold_83,A,g12967.t1
g10822,scaffold_830,A,g10822.t1
g10821,scaffold_830,A,g10821.t1
g10823,scaffold_830,A,g10823.t1
g10824,scaffold_830,A,g10824.t1
g10820,scaffold_830,A,g10820.t1
g10820,scaffold_830,A,g10820.t2
g10819,scaffold_830,A,g10819.t1
g10819,scaffold_830,A,g10819.t2
g10819,scaffold_830,A,g10819.t3
g996,scaffold_832,A,g996.t1
g999,scaffold_832,A,g999.t1
g1000,scaffold_832,A,g1000.t1
g997,scaffold_832,A,g997.t1
g993,scaffold_832,A,g993.t1
g998,scaffold_832,A,g998.t1
g995,scaffold_832,A,g995.t1
g991,scaffold_832,A,g991.t1
g991,scaffold_832,A,g991.t2
g992,scaffold_832,A,g992.t1
g994,scaffold_832,A,g994.t1
g22956,scaffold_834,A,g22956.t1
g22957,scaffold_834,A,g22957.t1
g22958,scaffold_834,A,g22958.t1
g2935,scaffold_835,A,g2935.t1
g18241,scaffold_836,A,g18241.t1
g18239,scaffold_836,A,g18239.t1
g18242,scaffold_836,A,g18242.t1
g18240,scaffold_836,A,g18240.t1
g18238,scaffold_836,A,g18238.t1
g17643,scaffold_837,A,g17643.t1
g19839,scaffold_838,A,g19839.t1
g19838,scaffold_838,A,g19838.t1
g3383,scaffold_84,A,g3383.t1
g3403,scaffold_84,A,g3403.t1
g3403,scaffold_84,A,g3403.t2
g3374,scaffold_84,A,g3374.t1
g3405,scaffold_84,A,g3405.t1
g3373,scaffold_84,A,g3373.t1
g3401,scaffold_84,A,g3401.t1
g3402,scaffold_84,A,g3402.t1
g3393,scaffold_84,A,g3393.t1
g3366,scaffold_84,A,g3366.t1
g3366,scaffold_84,A,g3366.t2
g3366,scaffold_84,A,g3366.t3
g3392,scaffold_84,A,g3392.t1
g3394,scaffold_84,A,g3394.t1
g3357,scaffold_84,A,g3357.t1
g3404,scaffold_84,A,g3404.t1
g3385,scaffold_84,A,g3385.t1
g3371,scaffold_84,A,g3371.t1
g3384,scaffold_84,A,g3384.t1
g3380,scaffold_84,A,g3380.t1
g3364,scaffold_84,A,g3364.t1
g3365,scaffold_84,A,g3365.t1
g3400,scaffold_84,A,g3400.t1
g3369,scaffold_84,A,g3369.t1
g3379,scaffold_84,A,g3379.t1
g3379,scaffold_84,A,g3379.t2
g3368,scaffold_84,A,g3368.t1
g3367,scaffold_84,A,g3367.t1
g3367,scaffold_84,A,g3367.t2
g3382,scaffold_84,A,g3382.t1
g3382,scaffold_84,A,g3382.t2
g3381,scaffold_84,A,g3381.t1
g3397,scaffold_84,A,g3397.t1
g3397,scaffold_84,A,g3397.t2
g3372,scaffold_84,A,g3372.t1
g3375,scaffold_84,A,g3375.t1
g3363,scaffold_84,A,g3363.t1
g3408,scaffold_84,A,g3408.t1
g3389,scaffold_84,A,g3389.t1
g3378,scaffold_84,A,g3378.t1
g3411,scaffold_84,A,g3411.t1
g3377,scaffold_84,A,g3377.t1
g3356,scaffold_84,A,g3356.t1
g3356,scaffold_84,A,g3356.t2
g3356,scaffold_84,A,g3356.t3
g3390,scaffold_84,A,g3390.t1
g3358,scaffold_84,A,g3358.t1
g3414,scaffold_84,A,g3414.t1
g3396,scaffold_84,A,g3396.t1
g3396,scaffold_84,A,g3396.t2
g3359,scaffold_84,A,g3359.t1
g3407,scaffold_84,A,g3407.t1
g3409,scaffold_84,A,g3409.t1
g3361,scaffold_84,A,g3361.t1
g3362,scaffold_84,A,g3362.t1
g3360,scaffold_84,A,g3360.t1
g3388,scaffold_84,A,g3388.t1
g3370,scaffold_84,A,g3370.t1
g3413,scaffold_84,A,g3413.t1
g3412,scaffold_84,A,g3412.t1
g3391,scaffold_84,A,g3391.t1
g3398,scaffold_84,A,g3398.t1
g3387,scaffold_84,A,g3387.t1
g3386,scaffold_84,A,g3386.t1
g3406,scaffold_84,A,g3406.t1
g3376,scaffold_84,A,g3376.t1
g3376,scaffold_84,A,g3376.t2
g3410,scaffold_84,A,g3410.t1
g3399,scaffold_84,A,g3399.t1
g3395,scaffold_84,A,g3395.t1
g5371,scaffold_841,A,g5371.t1
g5373,scaffold_841,A,g5373.t1
g5374,scaffold_841,A,g5374.t1
g5369,scaffold_841,A,g5369.t1
g5368,scaffold_841,A,g5368.t1
g5370,scaffold_841,A,g5370.t1
g5372,scaffold_841,A,g5372.t1
g1531,scaffold_842,A,g1531.t1
g2306,scaffold_843,A,g2306.t1
g2308,scaffold_843,A,g2308.t1
g2307,scaffold_843,A,g2307.t1
g14703,scaffold_844,A,g14703.t1
g14701,scaffold_844,A,g14701.t1
g14700,scaffold_844,A,g14700.t1
g14698,scaffold_844,A,g14698.t1
g14702,scaffold_844,A,g14702.t1
g14699,scaffold_844,A,g14699.t1
g14704,scaffold_844,A,g14704.t1
g16785,scaffold_845,A,g16785.t1
g18898,scaffold_846,A,g18898.t1
g23512,scaffold_85,A,g23512.t1
g23516,scaffold_85,A,g23516.t1
g23511,scaffold_85,A,g23511.t1
g23540,scaffold_85,A,g23540.t1
g23524,scaffold_85,A,g23524.t1
g23524,scaffold_85,A,g23524.t2
g23546,scaffold_85,A,g23546.t1
g23503,scaffold_85,A,g23503.t1
g23533,scaffold_85,A,g23533.t1
g23525,scaffold_85,A,g23525.t1
g23536,scaffold_85,A,g23536.t1
g23536,scaffold_85,A,g23536.t2
g23551,scaffold_85,A,g23551.t1
g23549,scaffold_85,A,g23549.t1
g23515,scaffold_85,A,g23515.t1
g23504,scaffold_85,A,g23504.t1
g23507,scaffold_85,A,g23507.t1
g23544,scaffold_85,A,g23544.t1
g23555,scaffold_85,A,g23555.t1
g23518,scaffold_85,A,g23518.t1
g23530,scaffold_85,A,g23530.t1
g23535,scaffold_85,A,g23535.t1
g23521,scaffold_85,A,g23521.t1
g23548,scaffold_85,A,g23548.t1
g23523,scaffold_85,A,g23523.t1
g23510,scaffold_85,A,g23510.t1
g23514,scaffold_85,A,g23514.t1
g23538,scaffold_85,A,g23538.t1
g23502,scaffold_85,A,g23502.t1
g23506,scaffold_85,A,g23506.t1
g23505,scaffold_85,A,g23505.t1
g23528,scaffold_85,A,g23528.t1
g23556,scaffold_85,A,g23556.t1
g23543,scaffold_85,A,g23543.t1
g23543,scaffold_85,A,g23543.t2
g23545,scaffold_85,A,g23545.t1
g23534,scaffold_85,A,g23534.t1
g23534,scaffold_85,A,g23534.t2
g23547,scaffold_85,A,g23547.t1
g23508,scaffold_85,A,g23508.t1
g23529,scaffold_85,A,g23529.t1
g23537,scaffold_85,A,g23537.t1
g23553,scaffold_85,A,g23553.t1
g23550,scaffold_85,A,g23550.t1
g23532,scaffold_85,A,g23532.t1
g23532,scaffold_85,A,g23532.t2
g23532,scaffold_85,A,g23532.t3
g23541,scaffold_85,A,g23541.t1
g23509,scaffold_85,A,g23509.t1
g23552,scaffold_85,A,g23552.t1
g23527,scaffold_85,A,g23527.t1
g23557,scaffold_85,A,g23557.t1
g23517,scaffold_85,A,g23517.t1
g23520,scaffold_85,A,g23520.t1
g23542,scaffold_85,A,g23542.t1
g23539,scaffold_85,A,g23539.t1
g23531,scaffold_85,A,g23531.t1
g23526,scaffold_85,A,g23526.t1
g23519,scaffold_85,A,g23519.t1
g23522,scaffold_85,A,g23522.t1
g23513,scaffold_85,A,g23513.t1
g23554,scaffold_85,A,g23554.t1
g20051,scaffold_850,A,g20051.t1
g20049,scaffold_850,A,g20049.t1
g20050,scaffold_850,A,g20050.t1
g20052,scaffold_850,A,g20052.t1
g20048,scaffold_850,A,g20048.t1
g20048,scaffold_850,A,g20048.t2
g21426,scaffold_851,B3,g21426.t1
g21425,scaffold_851,B3,g21425.t1
g21425,scaffold_851,B3,g21425.t2
g9258,scaffold_852,A,g9258.t1
g20444,scaffold_853,A,g20444.t1
g20443,scaffold_853,A,g20443.t1
g20445,scaffold_853,A,g20445.t1
g20442,scaffold_853,A,g20442.t1
g10312,scaffold_854,A,g10312.t1
g10313,scaffold_854,A,g10313.t1
g10311,scaffold_854,A,g10311.t1
g6867,scaffold_855,A,g6867.t1
g6865,scaffold_855,A,g6865.t1
g6866,scaffold_855,A,g6866.t1
g21785,scaffold_856,A,g21785.t1
g4601,scaffold_857,A,g4601.t1
g4602,scaffold_857,A,g4602.t1
g4599,scaffold_857,A,g4599.t1
g4600,scaffold_857,A,g4600.t1
g19184,scaffold_858,A,g19184.t1
g19183,scaffold_858,A,g19183.t1
g19185,scaffold_858,A,g19185.t1
g19182,scaffold_858,A,g19182.t1
g18118,scaffold_859,A,g18118.t1
g18116,scaffold_859,A,g18116.t1
g18117,scaffold_859,A,g18117.t1
g11783,scaffold_86,A,g11783.t1
g11796,scaffold_86,A,g11796.t1
g11770,scaffold_86,A,g11770.t1
g11749,scaffold_86,A,g11749.t1
g11746,scaffold_86,A,g11746.t1
g11746,scaffold_86,A,g11746.t2
g11746,scaffold_86,A,g11746.t3
g11746,scaffold_86,A,g11746.t4
g11746,scaffold_86,A,g11746.t5
g11746,scaffold_86,A,g11746.t6
g11759,scaffold_86,A,g11759.t1
g11768,scaffold_86,A,g11768.t1
g11768,scaffold_86,A,g11768.t2
g11747,scaffold_86,A,g11747.t1
g11775,scaffold_86,A,g11775.t1
g11753,scaffold_86,A,g11753.t1
g11753,scaffold_86,A,g11753.t2
g11780,scaffold_86,A,g11780.t1
g11779,scaffold_86,A,g11779.t1
g11769,scaffold_86,A,g11769.t1
g11782,scaffold_86,A,g11782.t1
g11765,scaffold_86,A,g11765.t1
g11789,scaffold_86,A,g11789.t1
g11793,scaffold_86,A,g11793.t1
g11748,scaffold_86,A,g11748.t1
g11757,scaffold_86,A,g11757.t1
g11792,scaffold_86,A,g11792.t1
g11772,scaffold_86,A,g11772.t1
g11786,scaffold_86,A,g11786.t1
g11794,scaffold_86,A,g11794.t1
g11751,scaffold_86,A,g11751.t1
g11788,scaffold_86,A,g11788.t1
g11777,scaffold_86,A,g11777.t1
g11767,scaffold_86,A,g11767.t1
g11802,scaffold_86,A,g11802.t1
g11801,scaffold_86,A,g11801.t1
g11758,scaffold_86,A,g11758.t1
g11756,scaffold_86,A,g11756.t1
g11771,scaffold_86,A,g11771.t1
g11781,scaffold_86,A,g11781.t1
g11797,scaffold_86,A,g11797.t1
g11763,scaffold_86,A,g11763.t1
g11773,scaffold_86,A,g11773.t1
g11750,scaffold_86,A,g11750.t1
g11750,scaffold_86,A,g11750.t2
g11798,scaffold_86,A,g11798.t1
g11800,scaffold_86,A,g11800.t1
g11752,scaffold_86,A,g11752.t1
g11755,scaffold_86,A,g11755.t1
g11776,scaffold_86,A,g11776.t1
g11787,scaffold_86,A,g11787.t1
g11762,scaffold_86,A,g11762.t1
g11745,scaffold_86,A,g11745.t1
g11761,scaffold_86,A,g11761.t1
g11791,scaffold_86,A,g11791.t1
g11764,scaffold_86,A,g11764.t1
g11785,scaffold_86,A,g11785.t1
g11778,scaffold_86,A,g11778.t1
g11766,scaffold_86,A,g11766.t1
g11754,scaffold_86,A,g11754.t1
g11774,scaffold_86,A,g11774.t1
g11744,scaffold_86,A,g11744.t1
g11790,scaffold_86,A,g11790.t1
g11795,scaffold_86,A,g11795.t1
g11784,scaffold_86,A,g11784.t1
g11760,scaffold_86,A,g11760.t1
g11799,scaffold_86,A,g11799.t1
g21655,scaffold_860,A,g21655.t1
g21655,scaffold_860,A,g21655.t2
g21653,scaffold_860,A,g21653.t1
g21654,scaffold_860,A,g21654.t1
g376,scaffold_861,A,g376.t1
g373,scaffold_861,A,g373.t1
g375,scaffold_861,A,g375.t1
g374,scaffold_861,A,g374.t1
g3134,scaffold_862,A,g3134.t1
g15956,scaffold_863,A,g15956.t1
g15957,scaffold_863,A,g15957.t1
g15955,scaffold_863,A,g15955.t1
g18417,scaffold_864,A,g18417.t1
g18419,scaffold_864,A,g18419.t1
g18418,scaffold_864,A,g18418.t1
g22001,scaffold_865,A,g22001.t1
g22002,scaffold_865,A,g22002.t1
g20446,scaffold_867,A,g20446.t1
g12686,scaffold_868,A,g12686.t1
g20842,scaffold_869,A,g20842.t1
g20841,scaffold_869,A,g20841.t1
g8617,scaffold_87,A,g8617.t1
g8594,scaffold_87,A,g8594.t1
g8616,scaffold_87,A,g8616.t1
g8600,scaffold_87,A,g8600.t1
g8596,scaffold_87,A,g8596.t1
g8593,scaffold_87,A,g8593.t1
g8605,scaffold_87,A,g8605.t1
g8610,scaffold_87,A,g8610.t1
g8597,scaffold_87,A,g8597.t1
g8612,scaffold_87,A,g8612.t1
g8629,scaffold_87,A,g8629.t1
g8595,scaffold_87,A,g8595.t1
g8603,scaffold_87,A,g8603.t1
g8604,scaffold_87,A,g8604.t1
g8609,scaffold_87,A,g8609.t1
g8621,scaffold_87,A,g8621.t1
g8621,scaffold_87,A,g8621.t2
g8621,scaffold_87,A,g8621.t3
g8607,scaffold_87,A,g8607.t1
g8618,scaffold_87,A,g8618.t1
g8618,scaffold_87,A,g8618.t2
g8624,scaffold_87,A,g8624.t1
g8613,scaffold_87,A,g8613.t1
g8613,scaffold_87,A,g8613.t2
g8622,scaffold_87,A,g8622.t1
g8602,scaffold_87,A,g8602.t1
g8638,scaffold_87,A,g8638.t1
g8640,scaffold_87,A,g8640.t1
g8628,scaffold_87,A,g8628.t1
g8628,scaffold_87,A,g8628.t2
g8619,scaffold_87,A,g8619.t1
g8631,scaffold_87,A,g8631.t1
g8620,scaffold_87,A,g8620.t1
g8633,scaffold_87,A,g8633.t1
g8634,scaffold_87,A,g8634.t1
g8623,scaffold_87,A,g8623.t1
g8636,scaffold_87,A,g8636.t1
g8637,scaffold_87,A,g8637.t1
g8614,scaffold_87,A,g8614.t1
g8601,scaffold_87,A,g8601.t1
g8627,scaffold_87,A,g8627.t1
g8592,scaffold_87,A,g8592.t1
g8641,scaffold_87,A,g8641.t1
g8630,scaffold_87,A,g8630.t1
g8643,scaffold_87,A,g8643.t1
g8632,scaffold_87,A,g8632.t1
g8644,scaffold_87,A,g8644.t1
g8608,scaffold_87,A,g8608.t1
g8598,scaffold_87,A,g8598.t1
g8611,scaffold_87,A,g8611.t1
g8599,scaffold_87,A,g8599.t1
g8625,scaffold_87,A,g8625.t1
g8642,scaffold_87,A,g8642.t1
g8639,scaffold_87,A,g8639.t1
g8626,scaffold_87,A,g8626.t1
g8635,scaffold_87,A,g8635.t1
g8615,scaffold_87,A,g8615.t1
g8606,scaffold_87,A,g8606.t1
g10768,scaffold_870,A,g10768.t1
g10768,scaffold_870,A,g10768.t2
g21994,scaffold_871,A,g21994.t1
g21996,scaffold_871,A,g21996.t1
g21995,scaffold_871,A,g21995.t1
g21997,scaffold_871,A,g21997.t1
g21998,scaffold_871,A,g21998.t1
g21998,scaffold_871,A,g21998.t2
g21998,scaffold_871,A,g21998.t3
g14677,scaffold_872,A,g14677.t1
g22245,scaffold_874,A,g22245.t1
g22245,scaffold_874,A,g22245.t2
g22244,scaffold_874,A,g22244.t1
g939,scaffold_875,A,g939.t1
g940,scaffold_875,A,g940.t1
g941,scaffold_875,A,g941.t1
g6630,scaffold_876,A,g6630.t1
g6628,scaffold_876,A,g6628.t1
g6631,scaffold_876,A,g6631.t1
g6632,scaffold_876,A,g6632.t1
g6632,scaffold_876,A,g6632.t2
g6632,scaffold_876,A,g6632.t3
g6629,scaffold_876,A,g6629.t1
g17886,scaffold_878,A,g17886.t1
g17885,scaffold_878,A,g17885.t1
g17887,scaffold_878,A,g17887.t1
g17889,scaffold_878,A,g17889.t1
g17888,scaffold_878,A,g17888.t1
g433,scaffold_88,A,g433.t1
g462,scaffold_88,A,g462.t1
g444,scaffold_88,A,g444.t1
g444,scaffold_88,A,g444.t2
g434,scaffold_88,A,g434.t1
g434,scaffold_88,A,g434.t2
g470,scaffold_88,A,g470.t1
g445,scaffold_88,A,g445.t1
g435,scaffold_88,A,g435.t1
g430,scaffold_88,A,g430.t1
g430,scaffold_88,A,g430.t2
g430,scaffold_88,A,g430.t3
g463,scaffold_88,A,g463.t1
g428,scaffold_88,A,g428.t1
g468,scaffold_88,A,g468.t1
g451,scaffold_88,A,g451.t1
g484,scaffold_88,A,g484.t1
g432,scaffold_88,A,g432.t1
g425,scaffold_88,A,g425.t1
g465,scaffold_88,A,g465.t1
g482,scaffold_88,A,g482.t1
g431,scaffold_88,A,g431.t1
g464,scaffold_88,A,g464.t1
g458,scaffold_88,A,g458.t1
g453,scaffold_88,A,g453.t1
g486,scaffold_88,A,g486.t1
g480,scaffold_88,A,g480.t1
g475,scaffold_88,A,g475.t1
g475,scaffold_88,A,g475.t2
g475,scaffold_88,A,g475.t3
g475,scaffold_88,A,g475.t4
g475,scaffold_88,A,g475.t5
g475,scaffold_88,A,g475.t6
g467,scaffold_88,A,g467.t1
g485,scaffold_88,A,g485.t1
g461,scaffold_88,A,g461.t1
g437,scaffold_88,A,g437.t1
g443,scaffold_88,A,g443.t1
g472,scaffold_88,A,g472.t1
g454,scaffold_88,A,g454.t1
g448,scaffold_88,A,g448.t1
g492,scaffold_88,A,g492.t1
g447,scaffold_88,A,g447.t1
g447,scaffold_88,A,g447.t2
g429,scaffold_88,A,g429.t1
g452,scaffold_88,A,g452.t1
g491,scaffold_88,A,g491.t1
g441,scaffold_88,A,g441.t1
g439,scaffold_88,A,g439.t1
g440,scaffold_88,A,g440.t1
g450,scaffold_88,A,g450.t1
g477,scaffold_88,A,g477.t1
g426,scaffold_88,A,g426.t1
g483,scaffold_88,A,g483.t1
g459,scaffold_88,A,g459.t1
g488,scaffold_88,A,g488.t1
g481,scaffold_88,A,g481.t1
g476,scaffold_88,A,g476.t1
g446,scaffold_88,A,g446.t1
g442,scaffold_88,A,g442.t1
g460,scaffold_88,A,g460.t1
g471,scaffold_88,A,g471.t1
g427,scaffold_88,A,g427.t1
g473,scaffold_88,A,g473.t1
g436,scaffold_88,A,g436.t1
g487,scaffold_88,A,g487.t1
g466,scaffold_88,A,g466.t1
g489,scaffold_88,A,g489.t1
g456,scaffold_88,A,g456.t1
g490,scaffold_88,A,g490.t1
g455,scaffold_88,A,g455.t1
g469,scaffold_88,A,g469.t1
g478,scaffold_88,A,g478.t1
g457,scaffold_88,A,g457.t1
g474,scaffold_88,A,g474.t1
g479,scaffold_88,A,g479.t1
g449,scaffold_88,A,g449.t1
g449,scaffold_88,A,g449.t2
g438,scaffold_88,A,g438.t1
g21423,scaffold_880,A,g21423.t1
g21424,scaffold_880,A,g21424.t1
g21221,scaffold_881,A,g21221.t1
g21222,scaffold_881,A,g21222.t1
g22784,scaffold_882,A,g22784.t1
g22786,scaffold_882,A,g22786.t1
g22785,scaffold_882,A,g22785.t1
g15923,scaffold_883,A,g15923.t1
g1095,scaffold_884,A,g1095.t1
g1094,scaffold_884,A,g1094.t1
g4595,scaffold_888,A,g4595.t1
g4598,scaffold_888,A,g4598.t1
g4593,scaffold_888,A,g4593.t1
g4597,scaffold_888,A,g4597.t1
g4596,scaffold_888,A,g4596.t1
g4594,scaffold_888,A,g4594.t1
g2158,scaffold_889,A,g2158.t1
g2156,scaffold_889,A,g2156.t1
g2157,scaffold_889,A,g2157.t1
g2857,scaffold_89,A,g2857.t1
g2857,scaffold_89,A,g2857.t2
g2873,scaffold_89,A,g2873.t1
g2856,scaffold_89,A,g2856.t1
g2900,scaffold_89,A,g2900.t1
g2876,scaffold_89,A,g2876.t1
g2894,scaffold_89,A,g2894.t1
g2894,scaffold_89,A,g2894.t2
g2855,scaffold_89,A,g2855.t1
g2903,scaffold_89,A,g2903.t1
g2858,scaffold_89,A,g2858.t1
g2898,scaffold_89,A,g2898.t1
g2885,scaffold_89,A,g2885.t1
g2878,scaffold_89,A,g2878.t1
g2887,scaffold_89,A,g2887.t1
g2852,scaffold_89,A,g2852.t1
g2905,scaffold_89,A,g2905.t1
g2892,scaffold_89,A,g2892.t1
g2927,scaffold_89,A,g2927.t1
g2893,scaffold_89,A,g2893.t1
g2909,scaffold_89,A,g2909.t1
g2933,scaffold_89,A,g2933.t1
g2861,scaffold_89,A,g2861.t1
g2862,scaffold_89,A,g2862.t1
g2911,scaffold_89,A,g2911.t1
g2864,scaffold_89,A,g2864.t1
g2865,scaffold_89,A,g2865.t1
g2902,scaffold_89,A,g2902.t1
g2928,scaffold_89,A,g2928.t1
g2917,scaffold_89,A,g2917.t1
g2869,scaffold_89,A,g2869.t1
g2919,scaffold_89,A,g2919.t1
g2897,scaffold_89,A,g2897.t1
g2897,scaffold_89,A,g2897.t2
g2896,scaffold_89,A,g2896.t1
g2871,scaffold_89,A,g2871.t1
g2920,scaffold_89,A,g2920.t1
g2874,scaffold_89,A,g2874.t1
g2922,scaffold_89,A,g2922.t1
g2875,scaffold_89,A,g2875.t1
g2913,scaffold_89,A,g2913.t1
g2910,scaffold_89,A,g2910.t1
g2867,scaffold_89,A,g2867.t1
g2929,scaffold_89,A,g2929.t1
g2880,scaffold_89,A,g2880.t1
g2918,scaffold_89,A,g2918.t1
g2882,scaffold_89,A,g2882.t1
g2908,scaffold_89,A,g2908.t1
g2883,scaffold_89,A,g2883.t1
g2932,scaffold_89,A,g2932.t1
g2850,scaffold_89,A,g2850.t1
g2899,scaffold_89,A,g2899.t1
g2851,scaffold_89,A,g2851.t1
g2925,scaffold_89,A,g2925.t1
g2853,scaffold_89,A,g2853.t1
g2854,scaffold_89,A,g2854.t1
g2890,scaffold_89,A,g2890.t1
g2891,scaffold_89,A,g2891.t1
g2879,scaffold_89,A,g2879.t1
g2904,scaffold_89,A,g2904.t1
g2930,scaffold_89,A,g2930.t1
g2859,scaffold_89,A,g2859.t1
g2906,scaffold_89,A,g2906.t1
g2895,scaffold_89,A,g2895.t1
g2872,scaffold_89,A,g2872.t1
g2849,scaffold_89,A,g2849.t1
g2849,scaffold_89,A,g2849.t2
g2923,scaffold_89,A,g2923.t1
g2863,scaffold_89,A,g2863.t1
g2866,scaffold_89,A,g2866.t1
g2901,scaffold_89,A,g2901.t1
g2916,scaffold_89,A,g2916.t1
g2886,scaffold_89,A,g2886.t1
g2881,scaffold_89,A,g2881.t1
g2868,scaffold_89,A,g2868.t1
g2868,scaffold_89,A,g2868.t2
g2907,scaffold_89,A,g2907.t1
g2877,scaffold_89,A,g2877.t1
g2884,scaffold_89,A,g2884.t1
g2921,scaffold_89,A,g2921.t1
g2860,scaffold_89,A,g2860.t1
g2870,scaffold_89,A,g2870.t1
g2870,scaffold_89,A,g2870.t2
g2912,scaffold_89,A,g2912.t1
g2924,scaffold_89,A,g2924.t1
g2914,scaffold_89,A,g2914.t1
g2926,scaffold_89,A,g2926.t1
g2889,scaffold_89,A,g2889.t1
g2888,scaffold_89,A,g2888.t1
g2888,scaffold_89,A,g2888.t2
g2888,scaffold_89,A,g2888.t3
g2888,scaffold_89,A,g2888.t4
g2915,scaffold_89,A,g2915.t1
g2931,scaffold_89,A,g2931.t1
g18310,scaffold_891,A,g18310.t1
g18312,scaffold_891,A,g18312.t1
g18311,scaffold_891,A,g18311.t1
g14486,scaffold_892,A,g14486.t1
g14486,scaffold_892,A,g14486.t2
g14485,scaffold_892,A,g14485.t1
g20015,scaffold_894,A,g20015.t1
g20012,scaffold_894,A,g20012.t1
g20013,scaffold_894,A,g20013.t1
g20017,scaffold_894,A,g20017.t1
g20018,scaffold_894,A,g20018.t1
g20011,scaffold_894,A,g20011.t1
g20016,scaffold_894,A,g20016.t1
g20014,scaffold_894,A,g20014.t1
g23076,scaffold_895,A,g23076.t1
g23078,scaffold_895,A,g23078.t1
g23077,scaffold_895,A,g23077.t1
g23079,scaffold_895,A,g23079.t1
g23080,scaffold_895,A,g23080.t1
g20653,scaffold_896,A,g20653.t1
g20652,scaffold_896,A,g20652.t1
g19060,scaffold_898,A,g19060.t1
g19059,scaffold_898,A,g19059.t1
g21238,scaffold_899,A,g21238.t1
g21236,scaffold_899,A,g21236.t1
g21237,scaffold_899,A,g21237.t1
g21708,scaffold_9,A,g21708.t1
g21708,scaffold_9,A,g21708.t2
g21708,scaffold_9,A,g21708.t3
g21698,scaffold_9,A,g21698.t1
g21686,scaffold_9,A,g21686.t1
g21696,scaffold_9,A,g21696.t1
g21718,scaffold_9,A,g21718.t1
g21682,scaffold_9,A,g21682.t1
g21660,scaffold_9,A,g21660.t1
g21778,scaffold_9,A,g21778.t1
g21719,scaffold_9,A,g21719.t1
g21719,scaffold_9,A,g21719.t2
g21710,scaffold_9,A,g21710.t1
g21759,scaffold_9,A,g21759.t1
g21681,scaffold_9,A,g21681.t1
g21697,scaffold_9,A,g21697.t1
g21716,scaffold_9,A,g21716.t1
g21768,scaffold_9,A,g21768.t1
g21771,scaffold_9,A,g21771.t1
g21688,scaffold_9,A,g21688.t1
g21689,scaffold_9,A,g21689.t1
g21721,scaffold_9,A,g21721.t1
g21669,scaffold_9,A,g21669.t1
g21717,scaffold_9,A,g21717.t1
g21777,scaffold_9,A,g21777.t1
g21657,scaffold_9,A,g21657.t1
g21657,scaffold_9,A,g21657.t2
g21657,scaffold_9,A,g21657.t3
g21707,scaffold_9,A,g21707.t1
g21705,scaffold_9,A,g21705.t1
g21780,scaffold_9,A,g21780.t1
g21782,scaffold_9,A,g21782.t1
g21662,scaffold_9,A,g21662.t1
g21673,scaffold_9,A,g21673.t1
g21711,scaffold_9,A,g21711.t1
g21700,scaffold_9,A,g21700.t1
g21701,scaffold_9,A,g21701.t1
g21738,scaffold_9,A,g21738.t1
g21668,scaffold_9,A,g21668.t1
g21714,scaffold_9,A,g21714.t1
g21715,scaffold_9,A,g21715.t1
g21754,scaffold_9,A,g21754.t1
g21752,scaffold_9,A,g21752.t1
g21769,scaffold_9,A,g21769.t1
g21694,scaffold_9,A,g21694.t1
g21742,scaffold_9,A,g21742.t1
